frame,strain,mode,r_mid_A,CN_sum_r,P_sum_r,g_r_RDF_like,composition
36,,Twin_center__Omega_target,9.75,11.880279210422753,0.9963130967915657,2.37803711020462,Ti40Nb
37,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti40Nb
37,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti40Nb
37,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti40Nb
37,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti40Nb
37,,Omega_center__Twin_target,2.25,0.0052679382379654,0.0,0.026604533015489,Ti40Nb
37,,Omega_center__Twin_target,2.75,2.94913714804723,0.4305177111716621,9.966023791204972,Ti40Nb
37,,Omega_center__Twin_target,3.25,5.423069936421435,0.959400544959128,6.001073918928768,Ti40Nb
37,,Omega_center__Twin_target,3.75,5.622797456857402,0.9632152588555858,0.3640793158707083,Ti40Nb
37,,Omega_center__Twin_target,4.25,6.179473206176204,0.9661217075386012,0.7902916060676837,Ti40Nb
37,,Omega_center__Twin_target,4.75,8.98564940962761,0.9740236148955494,3.1899982678991914,Ti40Nb
37,,Omega_center__Twin_target,5.25,13.754586739327884,0.983560399636694,4.438522462818381,Ti40Nb
37,,Omega_center__Twin_target,5.75,16.9669391462307,0.9878292461398728,2.492742836150472,Ti40Nb
37,,Omega_center__Twin_target,6.25,18.05531335149864,0.9897366030881016,0.7149080680317956,Ti40Nb
37,,Omega_center__Twin_target,6.75,19.512715712988197,0.9909173478655768,0.8207992354144472,Ti40Nb
37,,Omega_center__Twin_target,7.25,26.32334241598547,0.99291553133515,3.325083212146924,Ti40Nb
37,,Omega_center__Twin_target,7.75,31.05413260672116,0.9947320617620344,2.0213579345097914,Ti40Nb
37,,Omega_center__Twin_target,8.25,35.83505903723887,0.995367847411444,1.802747097054573,Ti40Nb
37,,Omega_center__Twin_target,8.75,38.68837420526794,0.9963669391462306,0.9564869176686964,Ti40Nb
37,,Omega_center__Twin_target,9.25,42.50463215258856,0.9964577656675748,1.1447537603065496,Ti40Nb
37,,Omega_center__Twin_target,9.75,51.22070844686648,0.9970027247956404,2.3533156303333698,Ti40Nb
37,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti40Nb
37,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti40Nb
37,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti40Nb
37,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti40Nb
37,,Twin_center__Omega_target,2.25,0.0012095428762095,0.0,0.026604533015489,Ti40Nb
37,,Twin_center__Omega_target,2.75,0.6771354688021355,0.1144477811144477,9.966023791204972,Ti40Nb
37,,Twin_center__Omega_target,3.25,1.2451618284951618,0.6383466800133467,6.001073918928768,Ti40Nb
37,,Twin_center__Omega_target,3.75,1.2910201868535205,0.6683975642308976,0.3640793158707083,Ti40Nb
37,,Twin_center__Omega_target,4.25,1.4188355021688357,0.6839130797464131,0.7902916060676837,Ti40Nb
37,,Twin_center__Omega_target,4.75,2.0631464798131467,0.759300967634301,3.1899982678991914,Ti40Nb
37,,Twin_center__Omega_target,5.25,3.158116449783116,0.855835001668335,4.438522462818381,Ti40Nb
37,,Twin_center__Omega_target,5.75,3.895687354020688,0.9166875208541876,2.492742836150472,Ti40Nb
37,,Twin_center__Omega_target,6.25,4.145583083083083,0.9350183516850183,0.7149080680317956,Ti40Nb
37,,Twin_center__Omega_target,6.75,4.480209376042709,0.9438188188188188,0.8207992354144472,Ti40Nb
37,,Twin_center__Omega_target,7.25,6.043960627293961,0.9676968635301968,3.325083212146924,Ti40Nb
37,,Twin_center__Omega_target,7.75,7.130171838505172,0.9810018351685018,2.0213579345097914,Ti40Nb
37,,Twin_center__Omega_target,8.25,8.227894561227895,0.9884467801134468,1.802747097054573,Ti40Nb
37,,Twin_center__Omega_target,8.75,8.883028862195529,0.9920962629295964,0.9564869176686964,Ti40Nb
37,,Twin_center__Omega_target,9.25,9.75925925925926,0.9941191191191192,1.1447537603065496,Ti40Nb
37,,Twin_center__Omega_target,9.75,11.76051051051051,0.9968927260593928,2.3533156303333698,Ti40Nb
38,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti40Nb
38,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti40Nb
38,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti40Nb
38,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti40Nb
38,,Omega_center__Twin_target,2.25,0.0064463410205193,9.079353550027238e-05,0.0329547312988356,Ti40Nb
38,,Omega_center__Twin_target,2.75,2.958779734882876,0.4284546940257853,10.117153514362869,Ti40Nb
38,,Omega_center__Twin_target,3.25,5.388051570728164,0.9557835482113674,5.964948899692844,Ti40Nb
38,,Omega_center__Twin_target,3.75,5.594334483384783,0.959687670237879,0.3806368964220539,Ti40Nb
38,,Omega_center__Twin_target,4.25,6.1525331396404574,0.9618667150898856,0.8021644038125346,Ti40Nb
38,,Omega_center__Twin_target,4.75,8.939531505356818,0.9723079716724168,3.2070206511559967,Ti40Nb
38,,Omega_center__Twin_target,5.25,13.651806791356456,0.9836571636099508,4.439529979898425,Ti40Nb
38,,Omega_center__Twin_target,5.75,16.862447793717088,0.9895587434174686,2.521944786587963,Ti40Nb
38,,Omega_center__Twin_target,6.25,17.958961321953876,0.9907390593789722,0.72908050342828,Ti40Nb
38,,Omega_center__Twin_target,6.75,19.448610858906846,0.9922825494824768,0.8492413127074633,Ti40Nb
38,,Omega_center__Twin_target,7.25,26.201107681133102,0.9948247684764844,3.337101088046631,Ti40Nb
38,,Omega_center__Twin_target,7.75,30.825948792445978,0.9962774650444888,2.000303457187892,Ti40Nb
38,,Omega_center__Twin_target,8.25,35.5680951516252,0.9970946068639912,1.8100360742674024,Ti40Nb
38,,Omega_center__Twin_target,8.75,38.40303250408571,0.9977301616124932,0.9619716828543796,Ti40Nb
38,,Omega_center__Twin_target,9.25,42.16324677682949,0.9981841292899946,1.1417643622367606,Ti40Nb
38,,Omega_center__Twin_target,9.75,50.725985109860176,0.9987288905029962,2.3402451918428904,Ti40Nb
38,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti40Nb
38,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti40Nb
38,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti40Nb
38,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti40Nb
38,,Twin_center__Omega_target,2.25,0.0014988072871588,2.110996179096916e-05,0.0329547312988356,Ti40Nb
38,,Twin_center__Omega_target,2.75,0.6879314348441029,0.1151759515315277,10.117153514362869,Ti40Nb
38,,Twin_center__Omega_target,3.25,1.2527495725232738,0.6401807012729307,5.964948899692844,Ti40Nb
38,,Twin_center__Omega_target,3.75,1.3007114057123557,0.6699668573599882,0.3806368964220539,Ti40Nb
38,,Twin_center__Omega_target,4.25,1.430495450803234,0.6867070570602267,0.8021644038125346,Ti40Nb
38,,Twin_center__Omega_target,4.75,2.0784868379388235,0.7615207616474214,3.2070206511559967,Ti40Nb
38,,Twin_center__Omega_target,5.25,3.174114964851914,0.8559034008148445,4.439529979898425,Ti40Nb
38,,Twin_center__Omega_target,5.75,3.920605433704165,0.917861138671339,2.521944786587963,Ti40Nb
38,,Twin_center__Omega_target,6.25,4.1755504422537,0.936311245276646,0.72908050342828,Ti40Nb
38,,Twin_center__Omega_target,6.75,4.521901585358131,0.9450507694581072,0.8492413127074633,Ti40Nb
38,,Twin_center__Omega_target,7.25,6.091891663676089,0.9677861983069812,3.337101088046631,Ti40Nb
38,,Twin_center__Omega_target,7.75,7.167190897384476,0.9819087627451394,2.000303457187892,Ti40Nb
38,,Twin_center__Omega_target,8.25,8.269764201726796,0.9886006206328768,1.8100360742674024,Ti40Nb
38,,Twin_center__Omega_target,8.75,8.928901648688015,0.991851554748686,0.9619716828543796,Ti40Nb
38,,Twin_center__Omega_target,9.25,9.803170716261004,0.9940047708513648,1.1417643622367606,Ti40Nb
38,,Twin_center__Omega_target,9.75,11.794051212767306,0.9968335057313548,2.3402451918428904,Ti40Nb
39,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti40Nb
39,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti40Nb
39,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti40Nb
39,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti40Nb
39,,Omega_center__Twin_target,2.25,0.0069757174392935,0.0,0.0362015579117303,Ti40Nb
39,,Omega_center__Twin_target,2.75,2.908520971302428,0.4278145695364238,10.09383429847641,Ti40Nb
39,,Omega_center__Twin_target,3.25,5.3348344370860925,0.9504635761589404,6.047994708084325,Ti40Nb
39,,Omega_center__Twin_target,3.75,5.546048565121413,0.9541721854304636,0.3956439006828246,Ti40Nb
39,,Omega_center__Twin_target,4.25,6.102781456953642,0.9577924944812362,0.8121857423228741,Ti40Nb
39,,Omega_center__Twin_target,4.75,8.84980132450331,0.9669757174392936,3.2089335543308746,Ti40Nb
39,,Omega_center__Twin_target,5.25,13.509845474613687,0.9783664459161148,4.45687293381336,Ti40Nb
39,,Omega_center__Twin_target,5.75,16.666048565121415,0.9855187637969096,2.516764902777481,Ti40Nb
39,,Omega_center__Twin_target,6.25,17.736865342163355,0.988167770419426,0.7227873434058124,Ti40Nb
39,,Omega_center__Twin_target,6.75,19.149492273730683,0.989757174392936,0.8175387946169796,Ti40Nb
39,,Omega_center__Twin_target,7.25,25.80309050772627,0.9920529801324504,3.3380699171025854,Ti40Nb
39,,Omega_center__Twin_target,7.75,30.406710816777043,0.9937306843267107,2.0213077796387613,Ti40Nb
39,,Omega_center__Twin_target,8.25,35.05889624724062,0.994878587196468,1.802615807885948,Ti40Nb
39,,Omega_center__Twin_target,8.75,37.8237527593819,0.9954966887417218,0.9524129703620892,Ti40Nb
39,,Omega_center__Twin_target,9.25,41.45271523178808,0.9962913907284768,1.1186139949272649,Ti40Nb
39,,Omega_center__Twin_target,9.75,49.83567328918322,0.9965562913907284,2.325840152557964,Ti40Nb
39,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti40Nb
39,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti40Nb
39,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti40Nb
39,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti40Nb
39,,Twin_center__Omega_target,2.25,0.0016932804629728,0.0,0.0362015579117303,Ti40Nb
39,,Twin_center__Omega_target,2.75,0.7060122173400493,0.1197513664130318,10.09383429847641,Ti40Nb
39,,Twin_center__Omega_target,3.25,1.294973743435859,0.6518701103847391,6.047994708084325,Ti40Nb
39,,Twin_center__Omega_target,3.75,1.3462437037830886,0.6812345943628765,0.3956439006828246,Ti40Nb
39,,Twin_center__Omega_target,4.25,1.481384631872254,0.698488907941271,0.8121857423228741,Ti40Nb
39,,Twin_center__Omega_target,4.75,2.1481941914049942,0.7700353659843532,3.2089335543308746,Ti40Nb
39,,Twin_center__Omega_target,5.25,3.279369842460615,0.8621369628121316,4.45687293381336,Ti40Nb
39,,Twin_center__Omega_target,5.75,4.045504233201157,0.9210159682777838,2.516764902777481,Ti40Nb
39,,Twin_center__Omega_target,6.25,4.305433501232451,0.9384203193655556,0.7227873434058124,Ti40Nb
39,,Twin_center__Omega_target,6.75,4.648333511949416,0.9453649126567356,0.8175387946169796,Ti40Nb
39,,Twin_center__Omega_target,7.25,6.263422998606795,0.9674632943950272,3.3380699171025854,Ti40Nb
39,,Twin_center__Omega_target,7.75,7.380902368449255,0.9813524809773873,2.0213077796387613,Ti40Nb
39,,Twin_center__Omega_target,8.25,8.510170399742792,0.988725752866788,1.802615807885948,Ti40Nb
39,,Twin_center__Omega_target,8.75,9.181309613117564,0.9919837102132676,0.9524129703620892,Ti40Nb
39,,Twin_center__Omega_target,9.25,10.062201264601864,0.9941699710641946,1.1186139949272649,Ti40Nb
39,,Twin_center__Omega_target,9.75,12.09707426856714,0.9972564569713857,2.325840152557964,Ti40Nb
40,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti40Nb
40,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti40Nb
40,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti40Nb
40,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti40Nb
40,,Omega_center__Twin_target,2.25,0.007339121095498,0.0,0.0389236477138222,Ti40Nb
40,,Omega_center__Twin_target,2.75,2.934305916047615,0.4315761210059965,10.405805832523823,Ti40Nb
40,,Omega_center__Twin_target,3.25,5.337689071869685,0.9486261523315136,6.122356389054669,Ti40Nb
40,,Omega_center__Twin_target,3.75,5.552850622035264,0.95408574241475,0.4118862314436242,Ti40Nb
40,,Omega_center__Twin_target,4.25,6.1192159670634565,0.95900832363734,0.8443767228682186,Ti40Nb
40,,Omega_center__Twin_target,4.75,8.818580506578359,0.9684954801754228,3.222489880207972,Ti40Nb
40,,Omega_center__Twin_target,5.25,13.468361227960262,0.9794146603418956,4.544685067708273,Ti40Nb
40,,Omega_center__Twin_target,5.75,16.61183209522957,0.98585876666965,2.561640893754889,Ti40Nb
40,,Omega_center__Twin_target,6.25,17.70142307348071,0.9880963035890092,0.751605536516521,Ti40Nb
40,,Omega_center__Twin_target,6.75,19.15680658730869,0.9897073301709478,0.8607745923204673,Ti40Nb
40,,Omega_center__Twin_target,7.25,25.67224559205227,0.9923923744741788,3.340516635228828,Ti40Nb
40,,Omega_center__Twin_target,7.75,30.302604492974133,0.9945404099167636,2.0776802168896533,Ti40Nb
40,,Omega_center__Twin_target,8.25,34.88973418061398,0.995614427638056,1.816428371949096,Ti40Nb
40,,Omega_center__Twin_target,8.75,37.64405262686834,0.9964199409290252,0.9696119379422892,Ti40Nb
40,,Omega_center__Twin_target,9.25,41.28747874339927,0.9968674483128972,1.147727633400512,Ti40Nb
40,,Omega_center__Twin_target,9.75,49.55025507920881,0.997314955696769,2.342824015875505,Ti40Nb
40,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti40Nb
40,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti40Nb
40,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti40Nb
40,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti40Nb
40,,Twin_center__Omega_target,2.25,0.0017960792903296,0.0,0.0389236477138222,Ti40Nb
40,,Twin_center__Omega_target,2.75,0.7181031650421641,0.1220238747125178,10.405805832523823,Ti40Nb
40,,Twin_center__Omega_target,3.25,1.306275325813164,0.6565984010513635,6.122356389054669,Ti40Nb
40,,Twin_center__Omega_target,3.75,1.358931113788194,0.6868470047092323,0.4118862314436242,Ti40Nb
40,,Twin_center__Omega_target,4.25,1.4975358668272916,0.7044354397108751,0.8443767228682186,Ti40Nb
40,,Twin_center__Omega_target,4.75,2.1581425911729277,0.7759938670463257,3.222489880207972,Ti40Nb
40,,Twin_center__Omega_target,5.25,3.2960683386266565,0.868229109626547,4.544685067708273,Ti40Nb
40,,Twin_center__Omega_target,5.75,4.065359763443215,0.9278282772971196,2.561640893754889,Ti40Nb
40,,Twin_center__Omega_target,6.25,4.332011827839229,0.9446938999014348,0.751605536516521,Ti40Nb
40,,Twin_center__Omega_target,6.75,4.68818311247399,0.9532143248275108,0.8607745923204673,Ti40Nb
40,,Twin_center__Omega_target,7.25,6.282685357573103,0.9748767933413646,3.340516635228828,Ti40Nb
40,,Twin_center__Omega_target,7.75,7.415858065929252,0.9864855985105684,2.0776802168896533,Ti40Nb
40,,Twin_center__Omega_target,8.25,8.53845142919724,0.9929251998685796,1.816428371949096,Ti40Nb
40,,Twin_center__Omega_target,8.75,9.212506844814367,0.9950060234366443,0.9696119379422892,Ti40Nb
40,,Twin_center__Omega_target,9.25,10.10415069543314,0.9966049720731572,1.147727633400512,Ti40Nb
40,,Twin_center__Omega_target,9.75,12.126273135472566,0.9985543752053444,2.342824015875505,Ti40Nb
